5 -1144.24501640
10 -1335.89017433
15 -1398.64995107
20 -1422.03223429
25 -1430.05256901
30 -1432.69017084
35 -1433.38644873
40 -1433.54177838
45 -1433.56921516
50 -1433.57123588
55 -1433.57198433
60 -1433.57364870
