5 -1092.10968170
10 -1279.44974182
15 -1340.35288621
20 -1362.74324191
25 -1370.31819094
30 -1372.79311698
35 -1373.43754404
40 -1373.57987946
45 -1373.60475307
50 -1373.60639209
55 -1373.60684689
60 -1373.60804904
