5 -51.37724911
10 -56.38040447
15 -58.27424949
20 -59.27169550
25 -59.74362887
30 -59.91700630
35 -59.97087122
40 -59.98490770
45 -59.98760506
50 -59.98799507
55 -59.98828302
60 -59.98874880
